acquisition_batch_id,ranking_position,candidate_id,original_screening_rank,title,priority_score,ranking_run_id
FAB_20260803T124840Z,17,doi:10.1109/access.2020.3021739,221,Semantic Segmentation of Litchi Branches Using DeepLabV3+ Model,9.725,
FAB_20260803T124840Z,18,doi:10.3390/drones7100624,77,Deep Learning-Based Weed Detection Using UAV Images: A Comparative Study,13.785,
FAB_20260803T124840Z,19,doi:10.3390/s21113647,123,Review of Weed Detection Methods Based on Computer Vision,12.396,
FAB_20260803T124840Z,20,titleyear:tomatodiff on plant tomato segmentation with diffusion models:,505,TomatoDIFF: on-plant tomato segmentation with diffusion models,4.0,
FAB_20260803T124840Z,21,doi:10.1155/2022/2770706,73,FCN Network‐Based Weed and Crop Segmentation for IoT‐Aided Agriculture Applications,13.82,
FAB_20260803T124840Z,22,titleyear:agrobtomato dataset greenhouse tomatoes with different ripeness stages:2015,520,AgRobTomato dataset: greenhouse tomatoes with different ripeness stages,3.0,
FAB_20260803T124840Z,23,doi:10.3390/agriculture15161723,168,U-MoEMamba: A Hybrid Expert Segmentation Model for Cabbage Heads in Complex UAV Low-Altitude Remote Sensing Scenarios,11.301,
FAB_20260803T124840Z,24,doi:10.1109/mra.2023.3309098,438,Semiautonomous Precision Pruning of Upright Fruiting Offshoot Orchard Systems: An Integrated Approach,5.447,
FAB_20260803T124840Z,25,doi:10.3920/978-90-8686-947-3_62,290,Automatic estimation of trunk cross sectional area using deep learning,8.454,
FAB_20260803T124840Z,26,doi:10.1186/s13007-020-00672-8,230,An automatic method for counting wheat tiller number in the field with terrestrial LiDAR,9.519,
FAB_20260803T124840Z,27,doi:10.1016/j.atech.2024.100538,258,Field-based multispecies weed and crop detection using ground robots and advanced YOLO models: A data and model-centric approach,9.019,
FAB_20260803T124840Z,28,doi:10.1109/icra46639.2022.9811358,257,Precise 3D Reconstruction of Plants from UAV Imagery Combining Bundle Adjustment and Template Matching,9.068,
FAB_20260803T124840Z,29,doi:10.3390/s17102307,227,Application of Multilayer Perceptron with Automatic Relevance Determination on Weed Mapping Using UAV Multispectral Imagery,9.602,
FAB_20260803T124840Z,30,doi:10.1016/j.aej.2026.01.030,177,Edge-refined U-net for multi-task weed detection and segmentation with pixel-level boundary refinement,11.0,
FAB_20260803T124840Z,31,titleyear:annotated 3d point cloud dataset of broad leaf legumes captured by high throughput phenotyping platform:,422,Annotated 3D Point Cloud Dataset of Broad-Leaf Legumes Captured by High-Throughput Phenotyping Platform,6.0,
FAB_20260803T124840Z,32,doi:10.1016/j.mex.2025.103169,153,Modification of an automated precision farming robot for high temporal resolution measurement of leaf angle dynamics using stereo vision,11.602,
FAB_20260803T124840Z,33,doi:10.1016/j.jag.2026.105361,119,A Knowledge-Guided refinement framework for Late-Season Rice–Weed segmentation using UAV imagery under canopy closure,12.5,
FAB_20260803T124840Z,34,titleyear:techniques for plant feature extraction and segmentation a survey:2024,354,Techniques for plant feature extraction and segmentation: A survey,7.0,
FAB_20260803T124840Z,35,doi:10.3390/rs12193164,321,Fusion of Spectral and Structural Information from Aerial Images for Improved Biomass Estimation,7.708,
FAB_20260803T124840Z,36,doi:10.1109/i2mtc.2019.8826921,182,Vision-Based Deep Learning Approach for Real-Time Detection of Weeds in Organic Farming,10.977,
FAB_20260803T124840Z,37,doi:10.1109/wacv51458.2022.00302,223,In-Field Phenotyping Based on Crop Leaf and Plant Instance Segmentation,9.672,
FAB_20260803T124840Z,38,doi:10.1109/lra.2023.3293356,207,Unsupervised Generation of Labeled Training Images for Crop-Weed Segmentation in New Fields and on Different Robotic Platforms,10.041,
FAB_20260803T124840Z,39,doi:10.1109/mra.2023.3321402,192,Field Robot for High-Throughput and High-Resolution 3D Plant Phenotyping: Towards Efficient and Sustainable Crop Production,10.491,
FAB_20260803T124840Z,40,titleyear:a plant image dataset with high label ambiguity and a:,504,: a plant image dataset with high label ambiguity and a,4.0,
FAB_20260803T124840Z,41,doi:10.1145/1289603.1289610,448,Knowledge and heuristic-based modeling of laser-scanned trees,4.996,
FAB_20260803T124840Z,42,doi:10.1109/agro-geoinformatics59224.2023.10233389,253,SegFormer-Based Cotton Planting Areas Extraction from High-Resolution Remote Sensing Images,9.199,
FAB_20260803T124840Z,43,doi:10.1104/pp.114.248971,468,Automated Recovery of Three-Dimensional Models of Plant Shoots from Multiple Color Images1[C][W][OPEN],4.146,
FAB_20260803T124840Z,44,doi:10.5281/zenodo.17217565,144,2023-2025 Tomato dataset,11.801,
FAB_20260803T124840Z,45,doi:10.34133/2020/8329798,386,Ground-Based LiDAR Improves Phenotypic Repeatability of Above-Ground Biomass and Crop Growth Rate in Wheat,6.568,
FAB_20260803T124840Z,46,doi:10.1109/access.2020.2982456,313,Deep Learning-Based Object Detection Improvement for Tomato Disease,7.964,
FAB_20260803T124840Z,47,doi:10.1016/j.compag.2023.107716,439,Automated pruning decisions in dormant sweet cherry canopies using instance segmentation,5.431,
FAB_20260803T124840Z,48,doi:10.1016/j.compag.2020.105277,404,Deep learning based segmentation for automated training of apple trees on trellis wires,6.167,
FAB_20260803T124840Z,49,doi:10.1016/j.compag.2025.111167,218,"Recent developments and applications of weed detection, invasion prediction and early warning: A review",9.845,
FAB_20260803T124840Z,50,doi:10.1093/jxb/erv251,338,LeasyScan: a novel concept combining 3D imaging and lysimetry for high-throughput phenotyping of traits controlling plant water budget,7.31,
