acquisition_batch_id,ranking_position,candidate_id,original_screening_rank,title,priority_score,ranking_run_id
FAB_20260803T124849Z,22,doi:10.3390/agriengineering6030119,373,Growth Monitoring of Greenhouse Tomatoes Based on Context Recognition,6.801,
FAB_20260803T124849Z,23,doi:10.1016/j.compag.2018.05.012,364,Machine learning approaches for crop yield prediction and nitrogen status estimation in precision agriculture: A review,7.0,
FAB_20260803T124849Z,24,doi:10.1016/j.compag.2021.106150,424,"Apple, peach, and pear flower detection using semantic segmentation network and shape constraint level set",5.954,
FAB_20260803T124849Z,25,doi:10.1016/j.compag.2019.105091,341,Fine-tuning convolutional neural network with transfer learning for semantic segmentation of ground-level oilseed rape images in a field with high weed pressure,7.217,
FAB_20260803T124849Z,26,doi:10.1016/j.compag.2024.109201,405,Artificial intelligence assisted tomato plant monitoring system - An experimental approach based on universal multi-branch general-purpose convolutional neural network,6.114,
FAB_20260803T124849Z,27,doi:10.1109/icpics66386.2025.11347300,158,Research on Automatic Detection Algorithm of Plant Invasion Based on Computer Vision,11.5,
FAB_20260803T124849Z,28,titleyear:application of artificial intelligence in agri tech environmental and biodiversity conservation:2025,474,"Application of artificial intelligence in agri-tech, environmental and biodiversity conservation",4.0,
FAB_20260803T124849Z,29,doi:10.1016/j.compag.2021.106468,451,T-CNN: Trilinear convolutional neural networks model for visual detection of plant diseases,4.94,
FAB_20260803T124849Z,30,doi:10.1016/j.compag.2017.12.032,434,Evaluation of support vector machine and artificial neural networks in weed detection using shape features,5.517,
FAB_20260803T124849Z,31,doi:10.1109/iccraids67816.2026.11519698,56,A Comparative Study of Deep Learning and Classical Image Segmentation Methods for Damaged Flower Image Analysis,14.5,
FAB_20260803T124849Z,32,doi:10.1109/iccica67008.2025.11337290,135,Deep Learning Based Weed Control Strategies: A Comprehensive Review,12.0,
FAB_20260803T124849Z,33,titleyear:tomatopgt tools binary release cloudseg and cloudgraph for organ level digital twin modeling of tomato plants from 3d point clouds:2026,390,TomatoPGT Tools (Binary Release): CloudSeg and CloudGraph for Organ-Level Digital Twin Modeling of Tomato Plants from 3D Point Clouds,6.5,
FAB_20260803T124849Z,34,doi:10.1016/j.eswa.2015.10.043,297,Selecting patterns and features for between- and within- crop-row weed mapping using UAV-imagery,8.276,
FAB_20260803T124849Z,35,doi:10.1016/j.eswa.2012.03.040,370,Support Vector Machines for crop/weeds identification in maize fields,6.93,
FAB_20260803T124849Z,36,doi:10.1088/1361-6501/aa5cfd,527,"Rapid, high-resolution measurement of leaf area and leaf orientation using terrestrial LiDAR scanning data",2.505,
FAB_20260803T124849Z,37,doi:10.3390/s22072456,406,"An Automated, Clip-Type, Small Internet of Things Camera-Based Tomato Flower and Fruit Monitoring and Harvest Prediction System",6.113,
FAB_20260803T124849Z,38,doi:10.1007/s11119-016-9468-3,457,Assessing the potential of images from unmanned aerial vehicles (UAV) to support herbicide patch spraying in maize,4.676,
FAB_20260803T124849Z,39,doi:10.1007/s11119-015-9415-8,374,Early season weed mapping in sunflower using UAV technology: variability of herbicide treatment maps against weed thresholds,6.781,
FAB_20260803T124849Z,40,doi:10.13031/2013.27838,421,"Color indices for weed identification under various soil, residue, and lighting conditions",6.0,
FAB_20260803T124849Z,41,doi:10.1109/iros.2017.8206517,398,Estimating the Leaf Area Index of crops through the evaluation of 3D models,6.398,
FAB_20260803T124849Z,42,doi:10.1016/j.compag.2022.107345,471,An improved YOLOv5-based vegetable disease detection method,4.1,
FAB_20260803T124849Z,43,doi:10.1007/s00138-020-01081-6,516,Detection of tomato organs based on convolutional neural network under the overlap and occlusion backgrounds,3.623,
FAB_20260803T124849Z,44,doi:10.1007/978-981-10-6430-2_15,526,Shape-based Fruit Recognition and Classification,2.544,
FAB_20260803T124849Z,45,doi:10.1007/978-981-96-4008-9_24,263,Smart Farming Solutions: Advanced Techniques in Classification of Weeds Using Image Processing and Machine Learning,9.0,
FAB_20260803T124849Z,46,doi:10.1016/0034-4257(95)00186-7,496,Optimization of soil-adjusted vegetation indices,4.0,
